det_fecha_hora,epi,mag,int_max,emis_fecha_hora,href,det_fecha_hora_local,lat_0,lon_0,prof_epi,id,prof_epi_nro,lat,lon
2023-06-01 04:40:00,Mares cercanos de Islas de Amamioshima,3.5,1,2023-06-01 04:43:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230601164329&lang=es,2023-06-01 16:40:00,28.3N,129.6E,30km,20230601164329,30.0,28.3,129.6
2023-06-01 03:00:00,Mares cercanos de Islas Tokara,2.4,1,2023-06-01 03:02:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230601150250&lang=es,2023-06-01 15:00:00,29.9N,130.1E,10km,20230601150250,10.0,29.9,130.1
2023-06-01 00:04:00,Alta mar de Prefectura de Ibaraki,3.6,1,2023-06-01 00:07:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230601120703&lang=es,2023-06-01 12:04:00,36.2N,141.2E,30km,20230601120703,30.0,36.2,141.2
2023-05-31 23:58:00,Mares cercanos de Islas Tokara,2.2,1,2023-06-01 00:01:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230601120127&lang=es,2023-06-01 11:58:00,29.9N,130.0E,10km,20230601120127,10.0,29.9,130.0
2023-05-31 23:42:00,Mares cercanos de Islas Tokara,2.1,1,2023-05-31 23:45:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230601114510&lang=es,2023-06-01 11:42:00,29.9N,130.0E,Poco profundo,20230601114510,1.0,29.9,130.0
2023-05-31 23:32:00,Mares cercanos de Islas Tokara,2.4,1,2023-05-31 23:35:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230601113500&lang=es,2023-06-01 11:32:00,29.9N,130.0E,Poco profundo,20230601113500,1.0,29.9,130.0
2023-05-31 23:28:00,Mares cercanos de Islas Tokara,4.4,4,2023-05-31 23:32:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230601113217&lang=es,2023-06-01 11:28:00,29.9N,130.0E,10km,20230601113217,10.0,29.9,130.0
2023-05-31 22:29:00,Mares cercanos de Islas Tokara,2.4,1,2023-05-31 22:32:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230601103240&lang=es,2023-06-01 10:29:00,29.9N,130.0E,10km,20230601103240,10.0,29.9,130.0
2023-05-31 12:03:00,Alta mar de Prefectura de Miyagi,4.4,2,2023-05-31 12:08:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230601000804&lang=es,2023-06-01 00:03:00,38.7N,142.3E,40km,20230601000804,40.0,38.7,142.3
2023-05-31 12:03:00,Alta mar de Península de Noto,4.2,2,2023-05-31 12:06:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230601000650&lang=es,2023-06-01 00:03:00,37.5N,137.4E,10km,20230601000650,10.0,37.5,137.4
2023-05-31 11:41:00,Alta mar este de Prefectura de Chiba,3.4,1,2023-05-31 11:44:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230531234408&lang=es,2023-05-31 23:41:00,35.7N,140.8E,50km,20230531234408,50.0,35.7,140.8
2023-05-31 09:15:00,Norte de Prefectura de Wakayama,2.6,1,2023-05-31 09:18:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230531211814&lang=es,2023-05-31 21:15:00,33.9N,135.2E,10km,20230531211814,10.0,33.9,135.2
2023-05-31 08:12:00,Centro de Mar interior de Seto,3.3,1,2023-05-31 08:15:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230531201514&lang=es,2023-05-31 20:12:00,34.2N,133.5E,10km,20230531201514,10.0,34.2,133.5
2023-05-31 03:20:00,Canal de Kii,3.1,1,2023-05-31 03:23:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230531152343&lang=es,2023-05-31 15:20:00,33.8N,135.0E,10km,20230531152343,10.0,33.8,135.0
2023-05-30 22:04:00,Alta mar de Prefectura de Miyagi,3.7,1,2023-05-30 22:07:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230531100727&lang=es,2023-05-31 10:04:00,38.9N,142.0E,50km,20230531100727,50.0,38.9,142.0
2023-05-30 19:49:00,Mares cercanos de Isla de Hachijyo,4.3,1,2023-05-30 19:51:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230531075157&lang=es,2023-05-31 07:49:00,33.4N,139.3E,10km,20230531075157,10.0,33.4,139.3
2023-05-30 16:06:00,"Región Hida, Prefectura de Gifu",2.8,1,2023-05-30 16:09:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230531040930&lang=es,2023-05-31 04:06:00,36.0N,137.4E,10km,20230531040930,10.0,36.0,137.4
2023-05-30 15:41:00,"Región Noto, Prefectura de Ishikawa",2.5,1,2023-05-30 15:43:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230531034352&lang=es,2023-05-31 03:41:00,37.5N,137.3E,10km,20230531034352,10.0,37.5,137.3
2023-05-30 10:52:00,Alta mar de Prefectura de Fukushima,4.0,2,2023-05-30 10:55:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230530225528&lang=es,2023-05-30 22:52:00,37.5N,141.7E,40km,20230530225528,40.0,37.5,141.7
2023-05-30 08:16:00,"Región Kumamoto, Prefectura de Kumamoto",3.8,3,2023-05-30 08:19:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230530201944&lang=es,2023-05-30 20:16:00,32.7N,130.7E,10km,20230530201944,10.0,32.7,130.7
2023-05-30 07:24:00,"Región Noto, Prefectura de Ishikawa",2.4,2,2023-05-30 07:26:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230530192659&lang=es,2023-05-30 19:24:00,37.5N,137.3E,10km,20230530192659,10.0,37.5,137.3
2023-05-30 05:57:00,"Región Hida, Prefectura de Gifu",2.4,1,2023-05-30 06:03:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230530180339&lang=es,2023-05-30 17:57:00,36.0N,137.4E,Poco profundo,20230530180339,1.0,36.0,137.4
2023-05-30 05:49:00,Alta mar de Península de Noto,4.5,4,2023-05-30 05:52:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230530175254&lang=es,2023-05-30 17:49:00,37.5N,137.4E,10km,20230530175254,10.0,37.5,137.4
2023-05-30 05:30:00,"Mares cercanas de Isla Niijima, Kozujima",2.2,1,2023-05-30 05:34:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230530173423&lang=es,2023-05-30 17:30:00,34.3N,139.3E,10km,20230530173423,10.0,34.3,139.3
2023-05-30 01:28:00,"Región Noto, Prefectura de Ishikawa",2.7,1,2023-05-30 01:31:00,https://www.data.jma.go.jp/multi/quake/quake_detail.html?eventID=20230530133159&lang=es,2023-05-30 13:28:00,37.5N,137.3E,10km,20230530133159,10.0,37.5,137.3
